term_str,n,rank,p,i
finney,4,11711,2.692928101512618e-06,18.502392857485294
ho,4,11711,2.692928101512618e-06,18.502392857485294
pretence,4,11711,2.692928101512618e-06,18.502392857485294
eccentricity,4,11711,2.692928101512618e-06,18.502392857485294
artisan,4,11711,2.692928101512618e-06,18.502392857485294
glisten,4,11711,2.692928101512618e-06,18.502392857485294
anse,4,11711,2.692928101512618e-06,18.502392857485294
detested,4,11711,2.692928101512618e-06,18.502392857485294
wynne,4,11711,2.692928101512618e-06,18.502392857485294
kant,4,11711,2.692928101512618e-06,18.502392857485294
barclay,4,11711,2.692928101512618e-06,18.502392857485294
amicable,4,11711,2.692928101512618e-06,18.502392857485294
1858,4,11711,2.692928101512618e-06,18.502392857485294
warehouses,4,11711,2.692928101512618e-06,18.502392857485294
speechmaking,4,11711,2.692928101512618e-06,18.502392857485294
appease,4,11711,2.692928101512618e-06,18.502392857485294
vexations,4,11711,2.692928101512618e-06,18.502392857485294
framework,4,11711,2.692928101512618e-06,18.502392857485294
snares,4,11711,2.692928101512618e-06,18.502392857485294
founders,4,11711,2.692928101512618e-06,18.502392857485294
spin,4,11711,2.692928101512618e-06,18.502392857485294
fain,4,11711,2.692928101512618e-06,18.502392857485294
haney,4,11711,2.692928101512618e-06,18.502392857485294
kingstown,4,11711,2.692928101512618e-06,18.502392857485294
involve,4,11711,2.692928101512618e-06,18.502392857485294
breakfasted,4,11711,2.692928101512618e-06,18.502392857485294
assaulted,4,11711,2.692928101512618e-06,18.502392857485294
depicted,4,11711,2.692928101512618e-06,18.502392857485294
darkly,4,11711,2.692928101512618e-06,18.502392857485294
operate,4,11711,2.692928101512618e-06,18.502392857485294
sundered,4,11711,2.692928101512618e-06,18.502392857485294
foolishly,4,11711,2.692928101512618e-06,18.502392857485294
caprice,4,11711,2.692928101512618e-06,18.502392857485294
crucifixion,4,11711,2.692928101512618e-06,18.502392857485294
blasts,4,11711,2.692928101512618e-06,18.502392857485294
tarbotton,4,11711,2.692928101512618e-06,18.502392857485294
compels,4,11711,2.692928101512618e-06,18.502392857485294
compelling,4,11711,2.692928101512618e-06,18.502392857485294
infirmities,4,11711,2.692928101512618e-06,18.502392857485294
coaches,4,11711,2.692928101512618e-06,18.502392857485294
holmes,4,11711,2.692928101512618e-06,18.502392857485294
raving,4,11711,2.692928101512618e-06,18.502392857485294
smyth,4,11711,2.692928101512618e-06,18.502392857485294
themes,4,11711,2.692928101512618e-06,18.502392857485294
arbiter,4,11711,2.692928101512618e-06,18.502392857485294
crave,4,11711,2.692928101512618e-06,18.502392857485294
untrammelled,4,11711,2.692928101512618e-06,18.502392857485294
agé,4,11711,2.692928101512618e-06,18.502392857485294
sulky,4,11711,2.692928101512618e-06,18.502392857485294
bake,4,11711,2.692928101512618e-06,18.502392857485294
complication,4,11711,2.692928101512618e-06,18.502392857485294
motherless,4,11711,2.692928101512618e-06,18.502392857485294
downandouts,4,11711,2.692928101512618e-06,18.502392857485294
vainly,4,11711,2.692928101512618e-06,18.502392857485294
salaries,4,11711,2.692928101512618e-06,18.502392857485294
maledictions,4,11711,2.692928101512618e-06,18.502392857485294
unmasked,4,11711,2.692928101512618e-06,18.502392857485294
clothe,4,11711,2.692928101512618e-06,18.502392857485294
thankee,4,11711,2.692928101512618e-06,18.502392857485294
thumb,4,11711,2.692928101512618e-06,18.502392857485294
defective,4,11711,2.692928101512618e-06,18.502392857485294
hello,4,11711,2.692928101512618e-06,18.502392857485294
caucassus,3,13403,2.019696076134463e-06,18.917430356764136
edwin,3,13403,2.019696076134463e-06,18.917430356764136
ass,3,13403,2.019696076134463e-06,18.917430356764136
coax,3,13403,2.019696076134463e-06,18.917430356764136
crusoe,3,13403,2.019696076134463e-06,18.917430356764136
supplement,3,13403,2.019696076134463e-06,18.917430356764136
walkingstick,3,13403,2.019696076134463e-06,18.917430356764136
kicks,3,13403,2.019696076134463e-06,18.917430356764136
noonday,3,13403,2.019696076134463e-06,18.917430356764136
muttering,3,13403,2.019696076134463e-06,18.917430356764136
chehaw,3,13403,2.019696076134463e-06,18.917430356764136
sprinkled,3,13403,2.019696076134463e-06,18.917430356764136
sweeter,3,13403,2.019696076134463e-06,18.917430356764136
tigress,3,13403,2.019696076134463e-06,18.917430356764136
japanese,3,13403,2.019696076134463e-06,18.917430356764136
bolts,3,13403,2.019696076134463e-06,18.917430356764136
lurk,3,13403,2.019696076134463e-06,18.917430356764136
itch,3,13403,2.019696076134463e-06,18.917430356764136
dignitaries,3,13403,2.019696076134463e-06,18.917430356764136
jaw,3,13403,2.019696076134463e-06,18.917430356764136
seals,3,13403,2.019696076134463e-06,18.917430356764136
tenements,3,13403,2.019696076134463e-06,18.917430356764136
persia,3,13403,2.019696076134463e-06,18.917430356764136
manifold,3,13403,2.019696076134463e-06,18.917430356764136
bonus,3,13403,2.019696076134463e-06,18.917430356764136
castigation,3,13403,2.019696076134463e-06,18.917430356764136
wrappers,3,13403,2.019696076134463e-06,18.917430356764136
goff,3,13403,2.019696076134463e-06,18.917430356764136
organizer,3,13403,2.019696076134463e-06,18.917430356764136
crestfallen,3,13403,2.019696076134463e-06,18.917430356764136
sledge,3,13403,2.019696076134463e-06,18.917430356764136
goeth,3,13403,2.019696076134463e-06,18.917430356764136
throng,3,13403,2.019696076134463e-06,18.917430356764136
flakes,3,13403,2.019696076134463e-06,18.917430356764136
investing,3,13403,2.019696076134463e-06,18.917430356764136
tile,3,13403,2.019696076134463e-06,18.917430356764136
horris,3,13403,2.019696076134463e-06,18.917430356764136
watchfulness,3,13403,2.019696076134463e-06,18.917430356764136
clover,3,13403,2.019696076134463e-06,18.917430356764136
humming,3,13403,2.019696076134463e-06,18.917430356764136
armour,3,13403,2.019696076134463e-06,18.917430356764136
sashes,3,13403,2.019696076134463e-06,18.917430356764136
rhubarb,3,13403,2.019696076134463e-06,18.917430356764136
bows,3,13403,2.019696076134463e-06,18.917430356764136
bulky,3,13403,2.019696076134463e-06,18.917430356764136
unsound,3,13403,2.019696076134463e-06,18.917430356764136
suggestive,3,13403,2.019696076134463e-06,18.917430356764136
willow,3,13403,2.019696076134463e-06,18.917430356764136
abrupt,3,13403,2.019696076134463e-06,18.917430356764136
goliath,3,13403,2.019696076134463e-06,18.917430356764136
sweden,3,13403,2.019696076134463e-06,18.917430356764136
selfprotection,3,13403,2.019696076134463e-06,18.917430356764136
fortsville,3,13403,2.019696076134463e-06,18.917430356764136
scraped,3,13403,2.019696076134463e-06,18.917430356764136
upgrade,3,13403,2.019696076134463e-06,18.917430356764136
alleviate,3,13403,2.019696076134463e-06,18.917430356764136
imprecations,3,13403,2.019696076134463e-06,18.917430356764136
trifles,3,13403,2.019696076134463e-06,18.917430356764136
dough,3,13403,2.019696076134463e-06,18.917430356764136
esprit,3,13403,2.019696076134463e-06,18.917430356764136
vestige,3,13403,2.019696076134463e-06,18.917430356764136
slavemarket,3,13403,2.019696076134463e-06,18.917430356764136
capability,3,13403,2.019696076134463e-06,18.917430356764136
disclosed,3,13403,2.019696076134463e-06,18.917430356764136
tyrol,3,13403,2.019696076134463e-06,18.917430356764136
watering,3,13403,2.019696076134463e-06,18.917430356764136
harbors,3,13403,2.019696076134463e-06,18.917430356764136
stocks,3,13403,2.019696076134463e-06,18.917430356764136
eagles,3,13403,2.019696076134463e-06,18.917430356764136
rabble,3,13403,2.019696076134463e-06,18.917430356764136
avidity,3,13403,2.019696076134463e-06,18.917430356764136
standpoints,3,13403,2.019696076134463e-06,18.917430356764136
pierce,3,13403,2.019696076134463e-06,18.917430356764136
lettuce,3,13403,2.019696076134463e-06,18.917430356764136
perfecting,3,13403,2.019696076134463e-06,18.917430356764136
musketry,3,13403,2.019696076134463e-06,18.917430356764136
hurling,3,13403,2.019696076134463e-06,18.917430356764136
radishes,3,13403,2.019696076134463e-06,18.917430356764136
wanders,3,13403,2.019696076134463e-06,18.917430356764136
indicative,3,13403,2.019696076134463e-06,18.917430356764136
unassuming,3,13403,2.019696076134463e-06,18.917430356764136
slavetrader,3,13403,2.019696076134463e-06,18.917430356764136
wiley,3,13403,2.019696076134463e-06,18.917430356764136
convent,3,13403,2.019696076134463e-06,18.917430356764136
unhorsed,3,13403,2.019696076134463e-06,18.917430356764136
stench,3,13403,2.019696076134463e-06,18.917430356764136
disembarked,3,13403,2.019696076134463e-06,18.917430356764136
passports,3,13403,2.019696076134463e-06,18.917430356764136
spirited,3,13403,2.019696076134463e-06,18.917430356764136
prowled,3,13403,2.019696076134463e-06,18.917430356764136
peasants,3,13403,2.019696076134463e-06,18.917430356764136
housekeepers,3,13403,2.019696076134463e-06,18.917430356764136
coasting,3,13403,2.019696076134463e-06,18.917430356764136
arabs,3,13403,2.019696076134463e-06,18.917430356764136
ryff,3,13403,2.019696076134463e-06,18.917430356764136
sentimental,3,13403,2.019696076134463e-06,18.917430356764136
quickening,3,13403,2.019696076134463e-06,18.917430356764136
federation,3,13403,2.019696076134463e-06,18.917430356764136
sabe,3,13403,2.019696076134463e-06,18.917430356764136
schoolpremises,3,13403,2.019696076134463e-06,18.917430356764136
hamper,3,13403,2.019696076134463e-06,18.917430356764136
synagogues,3,13403,2.019696076134463e-06,18.917430356764136
snoring,3,13403,2.019696076134463e-06,18.917430356764136
reproduction,3,13403,2.019696076134463e-06,18.917430356764136
povertystricken,3,13403,2.019696076134463e-06,18.917430356764136
rogers,3,13403,2.019696076134463e-06,18.917430356764136
partners,3,13403,2.019696076134463e-06,18.917430356764136
contracts,3,13403,2.019696076134463e-06,18.917430356764136
nov,3,13403,2.019696076134463e-06,18.917430356764136
unnerved,3,13403,2.019696076134463e-06,18.917430356764136
invites,3,13403,2.019696076134463e-06,18.917430356764136
anointing,3,13403,2.019696076134463e-06,18.917430356764136
moorings,3,13403,2.019696076134463e-06,18.917430356764136
excuses,3,13403,2.019696076134463e-06,18.917430356764136
practising,3,13403,2.019696076134463e-06,18.917430356764136
casler,3,13403,2.019696076134463e-06,18.917430356764136
curate,3,13403,2.019696076134463e-06,18.917430356764136
8000,3,13403,2.019696076134463e-06,18.917430356764136
potato,3,13403,2.019696076134463e-06,18.917430356764136
cairo,3,13403,2.019696076134463e-06,18.917430356764136
spoilt,3,13403,2.019696076134463e-06,18.917430356764136
hailing,3,13403,2.019696076134463e-06,18.917430356764136
adrift,3,13403,2.019696076134463e-06,18.917430356764136
bigot,3,13403,2.019696076134463e-06,18.917430356764136
clap,3,13403,2.019696076134463e-06,18.917430356764136
bakery,3,13403,2.019696076134463e-06,18.917430356764136
banded,3,13403,2.019696076134463e-06,18.917430356764136
inflammatory,3,13403,2.019696076134463e-06,18.917430356764136
consents,3,13403,2.019696076134463e-06,18.917430356764136
franks,3,13403,2.019696076134463e-06,18.917430356764136
closets,3,13403,2.019696076134463e-06,18.917430356764136
chanting,3,13403,2.019696076134463e-06,18.917430356764136
witchcraft,3,13403,2.019696076134463e-06,18.917430356764136
comforters,3,13403,2.019696076134463e-06,18.917430356764136
serfs,3,13403,2.019696076134463e-06,18.917430356764136
disheartened,3,13403,2.019696076134463e-06,18.917430356764136
unions,3,13403,2.019696076134463e-06,18.917430356764136
queries,3,13403,2.019696076134463e-06,18.917430356764136
cashed,3,13403,2.019696076134463e-06,18.917430356764136
cherry,3,13403,2.019696076134463e-06,18.917430356764136
discharges,3,13403,2.019696076134463e-06,18.917430356764136
jailers,3,13403,2.019696076134463e-06,18.917430356764136
alkhorn,3,13403,2.019696076134463e-06,18.917430356764136
cracking,3,13403,2.019696076134463e-06,18.917430356764136
practicing,3,13403,2.019696076134463e-06,18.917430356764136
stays,3,13403,2.019696076134463e-06,18.917430356764136
hymnbook,3,13403,2.019696076134463e-06,18.917430356764136
straits,3,13403,2.019696076134463e-06,18.917430356764136
bowie,3,13403,2.019696076134463e-06,18.917430356764136
thimble,3,13403,2.019696076134463e-06,18.917430356764136
supplicant,3,13403,2.019696076134463e-06,18.917430356764136
croquet,3,13403,2.019696076134463e-06,18.917430356764136
duketown,3,13403,2.019696076134463e-06,18.917430356764136
objecting,3,13403,2.019696076134463e-06,18.917430356764136
hospitably,3,13403,2.019696076134463e-06,18.917430356764136
forestalled,3,13403,2.019696076134463e-06,18.917430356764136
wornout,3,13403,2.019696076134463e-06,18.917430356764136
denmen,3,13403,2.019696076134463e-06,18.917430356764136
titus,3,13403,2.019696076134463e-06,18.917430356764136
knob,3,13403,2.019696076134463e-06,18.917430356764136
yesler,3,13403,2.019696076134463e-06,18.917430356764136
asia,3,13403,2.019696076134463e-06,18.917430356764136
submarines,3,13403,2.019696076134463e-06,18.917430356764136
waived,3,13403,2.019696076134463e-06,18.917430356764136
bonner,3,13403,2.019696076134463e-06,18.917430356764136
poland,3,13403,2.019696076134463e-06,18.917430356764136
breastworks,3,13403,2.019696076134463e-06,18.917430356764136
houseservant,3,13403,2.019696076134463e-06,18.917430356764136
mildmay,3,13403,2.019696076134463e-06,18.917430356764136
engines,3,13403,2.019696076134463e-06,18.917430356764136
housetops,3,13403,2.019696076134463e-06,18.917430356764136
cleverness,3,13403,2.019696076134463e-06,18.917430356764136
burthen,3,13403,2.019696076134463e-06,18.917430356764136
hyannis,3,13403,2.019696076134463e-06,18.917430356764136
attestation,3,13403,2.019696076134463e-06,18.917430356764136
carpets,3,13403,2.019696076134463e-06,18.917430356764136
cleg,3,13403,2.019696076134463e-06,18.917430356764136
badges,3,13403,2.019696076134463e-06,18.917430356764136
heareth,3,13403,2.019696076134463e-06,18.917430356764136
sobered,3,13403,2.019696076134463e-06,18.917430356764136
ingersoll,3,13403,2.019696076134463e-06,18.917430356764136
reappearance,3,13403,2.019696076134463e-06,18.917430356764136
liveliest,3,13403,2.019696076134463e-06,18.917430356764136
istamboul,3,13403,2.019696076134463e-06,18.917430356764136
starry,3,13403,2.019696076134463e-06,18.917430356764136
battershell,3,13403,2.019696076134463e-06,18.917430356764136
selim,3,13403,2.019696076134463e-06,18.917430356764136
wrangling,3,13403,2.019696076134463e-06,18.917430356764136
carbuncle,3,13403,2.019696076134463e-06,18.917430356764136
deformed,3,13403,2.019696076134463e-06,18.917430356764136
uncover,3,13403,2.019696076134463e-06,18.917430356764136
1835,3,13403,2.019696076134463e-06,18.917430356764136
mysteriously,3,13403,2.019696076134463e-06,18.917430356764136
pharoah,3,13403,2.019696076134463e-06,18.917430356764136
sectarianism,3,13403,2.019696076134463e-06,18.917430356764136
pera,3,13403,2.019696076134463e-06,18.917430356764136
hatchet,3,13403,2.019696076134463e-06,18.917430356764136
scratched,3,13403,2.019696076134463e-06,18.917430356764136
dregs,3,13403,2.019696076134463e-06,18.917430356764136
matured,3,13403,2.019696076134463e-06,18.917430356764136
purifies,3,13403,2.019696076134463e-06,18.917430356764136
debated,3,13403,2.019696076134463e-06,18.917430356764136
wallet,3,13403,2.019696076134463e-06,18.917430356764136
divers,3,13403,2.019696076134463e-06,18.917430356764136
elapse,3,13403,2.019696076134463e-06,18.917430356764136
horseman,3,13403,2.019696076134463e-06,18.917430356764136
gagged,3,13403,2.019696076134463e-06,18.917430356764136
device,3,13403,2.019696076134463e-06,18.917430356764136
chastise,3,13403,2.019696076134463e-06,18.917430356764136
sculpture,3,13403,2.019696076134463e-06,18.917430356764136
comprises,3,13403,2.019696076134463e-06,18.917430356764136
demonstrative,3,13403,2.019696076134463e-06,18.917430356764136
wigwams,3,13403,2.019696076134463e-06,18.917430356764136
compromising,3,13403,2.019696076134463e-06,18.917430356764136
manger,3,13403,2.019696076134463e-06,18.917430356764136
wins,3,13403,2.019696076134463e-06,18.917430356764136
convene,3,13403,2.019696076134463e-06,18.917430356764136
footsore,3,13403,2.019696076134463e-06,18.917430356764136
manifestations,3,13403,2.019696076134463e-06,18.917430356764136
boundaries,3,13403,2.019696076134463e-06,18.917430356764136
enchantment,3,13403,2.019696076134463e-06,18.917430356764136
delhi,3,13403,2.019696076134463e-06,18.917430356764136
1922,3,13403,2.019696076134463e-06,18.917430356764136
banker,3,13403,2.019696076134463e-06,18.917430356764136
fluently,3,13403,2.019696076134463e-06,18.917430356764136
boyle,3,13403,2.019696076134463e-06,18.917430356764136
cowed,3,13403,2.019696076134463e-06,18.917430356764136
safest,3,13403,2.019696076134463e-06,18.917430356764136
worms,3,13403,2.019696076134463e-06,18.917430356764136
selects,3,13403,2.019696076134463e-06,18.917430356764136
reappointed,3,13403,2.019696076134463e-06,18.917430356764136
warsaw,3,13403,2.019696076134463e-06,18.917430356764136
episode,3,13403,2.019696076134463e-06,18.917430356764136
fowell,3,13403,2.019696076134463e-06,18.917430356764136
intrenched,3,13403,2.019696076134463e-06,18.917430356764136
kidnap,3,13403,2.019696076134463e-06,18.917430356764136
gladden,3,13403,2.019696076134463e-06,18.917430356764136
rill,3,13403,2.019696076134463e-06,18.917430356764136
seemeth,3,13403,2.019696076134463e-06,18.917430356764136
postal,3,13403,2.019696076134463e-06,18.917430356764136
daunt,3,13403,2.019696076134463e-06,18.917430356764136
pollard,3,13403,2.019696076134463e-06,18.917430356764136
wade,3,13403,2.019696076134463e-06,18.917430356764136
spencer,3,13403,2.019696076134463e-06,18.917430356764136
unmerciful,3,13403,2.019696076134463e-06,18.917430356764136
verdure,3,13403,2.019696076134463e-06,18.917430356764136
influenza,3,13403,2.019696076134463e-06,18.917430356764136
sammy,3,13403,2.019696076134463e-06,18.917430356764136
strenuous,3,13403,2.019696076134463e-06,18.917430356764136
incense,3,13403,2.019696076134463e-06,18.917430356764136
staggering,3,13403,2.019696076134463e-06,18.917430356764136
jumping,3,13403,2.019696076134463e-06,18.917430356764136
basinful,3,13403,2.019696076134463e-06,18.917430356764136
rig,3,13403,2.019696076134463e-06,18.917430356764136
niswa,3,13403,2.019696076134463e-06,18.917430356764136
mirrors,3,13403,2.019696076134463e-06,18.917430356764136
manœuvres,3,13403,2.019696076134463e-06,18.917430356764136
barleycorn,3,13403,2.019696076134463e-06,18.917430356764136
souvenirs,3,13403,2.019696076134463e-06,18.917430356764136
roaming,3,13403,2.019696076134463e-06,18.917430356764136
pacify,3,13403,2.019696076134463e-06,18.917430356764136
beituh,3,13403,2.019696076134463e-06,18.917430356764136
businesslike,3,13403,2.019696076134463e-06,18.917430356764136
sprout,3,13403,2.019696076134463e-06,18.917430356764136
transformed,3,13403,2.019696076134463e-06,18.917430356764136
subdivided,3,13403,2.019696076134463e-06,18.917430356764136
dripping,3,13403,2.019696076134463e-06,18.917430356764136
devilment,3,13403,2.019696076134463e-06,18.917430356764136
preliminaries,3,13403,2.019696076134463e-06,18.917430356764136
clasp,3,13403,2.019696076134463e-06,18.917430356764136
ire,3,13403,2.019696076134463e-06,18.917430356764136
skirt,3,13403,2.019696076134463e-06,18.917430356764136
chilled,3,13403,2.019696076134463e-06,18.917430356764136
riga,3,13403,2.019696076134463e-06,18.917430356764136
lid,3,13403,2.019696076134463e-06,18.917430356764136
disembarking,3,13403,2.019696076134463e-06,18.917430356764136
squandered,3,13403,2.019696076134463e-06,18.917430356764136
retrospect,3,13403,2.019696076134463e-06,18.917430356764136
novels,3,13403,2.019696076134463e-06,18.917430356764136
interred,3,13403,2.019696076134463e-06,18.917430356764136
civilly,3,13403,2.019696076134463e-06,18.917430356764136
refine,3,13403,2.019696076134463e-06,18.917430356764136
adult,3,13403,2.019696076134463e-06,18.917430356764136
featherbed,3,13403,2.019696076134463e-06,18.917430356764136
draughts,3,13403,2.019696076134463e-06,18.917430356764136
battersby,3,13403,2.019696076134463e-06,18.917430356764136
milestone,3,13403,2.019696076134463e-06,18.917430356764136
dodging,3,13403,2.019696076134463e-06,18.917430356764136
irremediable,3,13403,2.019696076134463e-06,18.917430356764136
ministering,3,13403,2.019696076134463e-06,18.917430356764136
brewer,3,13403,2.019696076134463e-06,18.917430356764136
twill,3,13403,2.019696076134463e-06,18.917430356764136
packs,3,13403,2.019696076134463e-06,18.917430356764136
jar,3,13403,2.019696076134463e-06,18.917430356764136
flu,3,13403,2.019696076134463e-06,18.917430356764136
fathom,3,13403,2.019696076134463e-06,18.917430356764136
pore,3,13403,2.019696076134463e-06,18.917430356764136
cleanly,3,13403,2.019696076134463e-06,18.917430356764136
mercifully,3,13403,2.019696076134463e-06,18.917430356764136
spear,3,13403,2.019696076134463e-06,18.917430356764136
whippings,3,13403,2.019696076134463e-06,18.917430356764136
bracelets,3,13403,2.019696076134463e-06,18.917430356764136
dimly,3,13403,2.019696076134463e-06,18.917430356764136
cleft,3,13403,2.019696076134463e-06,18.917430356764136
smoked,3,13403,2.019696076134463e-06,18.917430356764136
libitum,3,13403,2.019696076134463e-06,18.917430356764136
axes,3,13403,2.019696076134463e-06,18.917430356764136
farthing,3,13403,2.019696076134463e-06,18.917430356764136
paced,3,13403,2.019696076134463e-06,18.917430356764136
onslaught,3,13403,2.019696076134463e-06,18.917430356764136
herd,3,13403,2.019696076134463e-06,18.917430356764136
regretting,3,13403,2.019696076134463e-06,18.917430356764136
colic,3,13403,2.019696076134463e-06,18.917430356764136
supplemented,3,13403,2.019696076134463e-06,18.917430356764136
baraka,3,13403,2.019696076134463e-06,18.917430356764136
refugee,3,13403,2.019696076134463e-06,18.917430356764136
reel,3,13403,2.019696076134463e-06,18.917430356764136
inclemency,3,13403,2.019696076134463e-06,18.917430356764136
reservation,3,13403,2.019696076134463e-06,18.917430356764136
intervention,3,13403,2.019696076134463e-06,18.917430356764136
ribbons,3,13403,2.019696076134463e-06,18.917430356764136
kid,3,13403,2.019696076134463e-06,18.917430356764136
abides,3,13403,2.019696076134463e-06,18.917430356764136
transgression,3,13403,2.019696076134463e-06,18.917430356764136
shortening,3,13403,2.019696076134463e-06,18.917430356764136
cramp,3,13403,2.019696076134463e-06,18.917430356764136
workmanship,3,13403,2.019696076134463e-06,18.917430356764136
sycamore,3,13403,2.019696076134463e-06,18.917430356764136
duel,3,13403,2.019696076134463e-06,18.917430356764136
flit,3,13403,2.019696076134463e-06,18.917430356764136
advisable,3,13403,2.019696076134463e-06,18.917430356764136
loins,3,13403,2.019696076134463e-06,18.917430356764136
nobles,3,13403,2.019696076134463e-06,18.917430356764136
cheapest,3,13403,2.019696076134463e-06,18.917430356764136
castles,3,13403,2.019696076134463e-06,18.917430356764136
wink,3,13403,2.019696076134463e-06,18.917430356764136
undecided,3,13403,2.019696076134463e-06,18.917430356764136
palaver,3,13403,2.019696076134463e-06,18.917430356764136
maddening,3,13403,2.019696076134463e-06,18.917430356764136
youngster,3,13403,2.019696076134463e-06,18.917430356764136
fortyseven,3,13403,2.019696076134463e-06,18.917430356764136
submitting,3,13403,2.019696076134463e-06,18.917430356764136
birch,3,13403,2.019696076134463e-06,18.917430356764136
tho,3,13403,2.019696076134463e-06,18.917430356764136
dispossess,3,13403,2.019696076134463e-06,18.917430356764136
electricity,3,13403,2.019696076134463e-06,18.917430356764136
900,3,13403,2.019696076134463e-06,18.917430356764136
1906,3,13403,2.019696076134463e-06,18.917430356764136
petrified,3,13403,2.019696076134463e-06,18.917430356764136
stingy,3,13403,2.019696076134463e-06,18.917430356764136
hares,3,13403,2.019696076134463e-06,18.917430356764136
goose,3,13403,2.019696076134463e-06,18.917430356764136
calabashes,3,13403,2.019696076134463e-06,18.917430356764136
thunders,3,13403,2.019696076134463e-06,18.917430356764136
cravings,3,13403,2.019696076134463e-06,18.917430356764136
dazzled,3,13403,2.019696076134463e-06,18.917430356764136
granite,3,13403,2.019696076134463e-06,18.917430356764136
blackboard,3,13403,2.019696076134463e-06,18.917430356764136
occupies,3,13403,2.019696076134463e-06,18.917430356764136
enriches,3,13403,2.019696076134463e-06,18.917430356764136
salutary,3,13403,2.019696076134463e-06,18.917430356764136
jet,3,13403,2.019696076134463e-06,18.917430356764136
retains,3,13403,2.019696076134463e-06,18.917430356764136
telescope,3,13403,2.019696076134463e-06,18.917430356764136
hearer,3,13403,2.019696076134463e-06,18.917430356764136
heb,3,13403,2.019696076134463e-06,18.917430356764136
dearth,3,13403,2.019696076134463e-06,18.917430356764136
subdue,3,13403,2.019696076134463e-06,18.917430356764136
bleeds,3,13403,2.019696076134463e-06,18.917430356764136
fiftyone,3,13403,2.019696076134463e-06,18.917430356764136
hearse,3,13403,2.019696076134463e-06,18.917430356764136
steering,3,13403,2.019696076134463e-06,18.917430356764136
belongings,3,13403,2.019696076134463e-06,18.917430356764136
texture,3,13403,2.019696076134463e-06,18.917430356764136
brooding,3,13403,2.019696076134463e-06,18.917430356764136
recount,3,13403,2.019696076134463e-06,18.917430356764136
breakers,3,13403,2.019696076134463e-06,18.917430356764136
grimes,3,13403,2.019696076134463e-06,18.917430356764136
recommenced,3,13403,2.019696076134463e-06,18.917430356764136
thundercloud,3,13403,2.019696076134463e-06,18.917430356764136
chuckling,3,13403,2.019696076134463e-06,18.917430356764136
considers,3,13403,2.019696076134463e-06,18.917430356764136
créole,3,13403,2.019696076134463e-06,18.917430356764136
patois,3,13403,2.019696076134463e-06,18.917430356764136
granddaughter,3,13403,2.019696076134463e-06,18.917430356764136
indiscriminately,3,13403,2.019696076134463e-06,18.917430356764136
halfway,3,13403,2.019696076134463e-06,18.917430356764136
danfodio,3,13403,2.019696076134463e-06,18.917430356764136
joked,3,13403,2.019696076134463e-06,18.917430356764136
onehundred,3,13403,2.019696076134463e-06,18.917430356764136
cawnpore,3,13403,2.019696076134463e-06,18.917430356764136
unheard,3,13403,2.019696076134463e-06,18.917430356764136
powders,3,13403,2.019696076134463e-06,18.917430356764136
ambulance,3,13403,2.019696076134463e-06,18.917430356764136
scratch,3,13403,2.019696076134463e-06,18.917430356764136
jeter,3,13403,2.019696076134463e-06,18.917430356764136
fearlessly,3,13403,2.019696076134463e-06,18.917430356764136
lieth,3,13403,2.019696076134463e-06,18.917430356764136
upside,3,13403,2.019696076134463e-06,18.917430356764136
carriers,3,13403,2.019696076134463e-06,18.917430356764136
wadays,3,13403,2.019696076134463e-06,18.917430356764136
agreements,3,13403,2.019696076134463e-06,18.917430356764136
hooks,3,13403,2.019696076134463e-06,18.917430356764136
bivans,3,13403,2.019696076134463e-06,18.917430356764136
goulagou,3,13403,2.019696076134463e-06,18.917430356764136
transports,3,13403,2.019696076134463e-06,18.917430356764136
fetish,3,13403,2.019696076134463e-06,18.917430356764136
aylmer,3,13403,2.019696076134463e-06,18.917430356764136
tenderest,3,13403,2.019696076134463e-06,18.917430356764136
rebuilding,3,13403,2.019696076134463e-06,18.917430356764136
waken,3,13403,2.019696076134463e-06,18.917430356764136
alleys,3,13403,2.019696076134463e-06,18.917430356764136
worthiness,3,13403,2.019696076134463e-06,18.917430356764136
lashed,3,13403,2.019696076134463e-06,18.917430356764136
teetotaler,3,13403,2.019696076134463e-06,18.917430356764136
aforesaid,3,13403,2.019696076134463e-06,18.917430356764136
streetcar,3,13403,2.019696076134463e-06,18.917430356764136
73,3,13403,2.019696076134463e-06,18.917430356764136
bagirmies,3,13403,2.019696076134463e-06,18.917430356764136
fraudulent,3,13403,2.019696076134463e-06,18.917430356764136
proportioned,3,13403,2.019696076134463e-06,18.917430356764136
phone,3,13403,2.019696076134463e-06,18.917430356764136
secluded,3,13403,2.019696076134463e-06,18.917430356764136
repudiated,3,13403,2.019696076134463e-06,18.917430356764136
ethel,3,13403,2.019696076134463e-06,18.917430356764136
coosa,3,13403,2.019696076134463e-06,18.917430356764136
ranging,3,13403,2.019696076134463e-06,18.917430356764136
transacting,3,13403,2.019696076134463e-06,18.917430356764136
glimmerings,3,13403,2.019696076134463e-06,18.917430356764136
delia,3,13403,2.019696076134463e-06,18.917430356764136
eggnog,3,13403,2.019696076134463e-06,18.917430356764136
chasing,3,13403,2.019696076134463e-06,18.917430356764136
foxes,3,13403,2.019696076134463e-06,18.917430356764136
slumbering,3,13403,2.019696076134463e-06,18.917430356764136
exterminated,3,13403,2.019696076134463e-06,18.917430356764136
